time,command,vx,vy,vz,yawRate,x,y,z,roll,pitch,yaw,lat,lon,alt
1770645166.7010882,forward,50,0.0,0.0,0.0,0.00029488158179447055,8.075066629904468e-15,-9.650835990905762,-0.1122660538882827,3.966179853087718e-20,6.35538557918372e-11,47.641467999997424,-122.140165,131.67312622070312
1770645166.763248,forward,50,0.0,0.0,0.0,0.0055519710294902325,3.864450263697111e-13,-9.660210609436035,-0.25013575110812286,-1.1980479775627324e-18,1.4024814299506623e-10,47.641467999997424,-122.140165,131.66583251953125
1770645166.8260639,forward,50,0.0,0.0,0.0,0.027072420343756676,2.9717213932689557e-12,-9.692842483520508,-0.36606108182673475,2.6333759288623478e-18,2.3751984223208565e-10,47.641467999997424,-122.140165,131.6590118408203
1770645166.8944778,forward,50,0.0,0.0,0.0,0.0756940171122551,1.1394106144702043e-11,-9.750712394714355,-0.44266686263970967,2.713826067684544e-18,5.620455476732203e-10,47.641468000045386,-122.140165,131.65237426757812
1770645166.9534264,forward,50,0.0,0.0,0.0,0.1400013417005539,2.6299455668787886e-11,-9.815348625183105,-0.4837924094560884,-5.276049034542264e-18,6.511734987439982e-10,47.64146802292263,-122.140165,131.65467834472656
1770645167.0160952,forward,50,0.0,0.0,0.0,0.23353032767772675,5.381930318071326e-11,-9.898442268371582,-0.5129487343615984,4.2865138919570484e-11,4.79290190512741e-10,47.641468150841156,-122.140165,131.6783905029297
1770645167.079004,forward,50,0.0,0.0,0.0,0.36154624819755554,9.946621998269123e-11,-10.000864028930664,-0.5331530836785081,2.5346669119920617e-10,1.4918264097454594e-10,47.64146845739928,-122.140165,131.72279357910156
1770645167.141027,forward,50,0.0,0.0,0.0,0.5206964612007141,1.6514359324482086e-10,-10.117349624633789,-0.5463468282678534,5.718712297924564e-10,-7.913509620702693e-18,47.64146899021737,-122.140165,131.7864532470703
1770645167.2027152,forward,50,0.0,0.0,0.0,0.7110409140586853,2.5284946358894445e-10,-10.246405601501465,-0.55496433790644,9.345861419461435e-10,-3.6874911871762865e-17,47.64146977802753,-122.140165,131.86778259277344
1770645167.267385,forward,50,0.0,0.0,0.0,0.8987920880317688,3.4657041125818466e-10,-10.365911483764648,-0.5599284865358782,1.317207731627004e-09,-1.6620176876065293e-17,47.641470836979984,-122.140165,131.96517944335938
1770645167.3281481,forward,50,0.0,0.0,0.0,1.1711630821228027,4.921987817319007e-10,-10.528986930847168,-0.5641288019264261,1.901648877054708e-09,1.48390387638911e-17,47.641472174764424,-122.140165,132.07713317871094
1770645167.3906083,forward,50,0.0,0.0,0.0,1.3409086465835571,5.876572006791037e-10,-10.625638008117676,-0.5657666656428822,2.251288348318011e-09,2.5380659637137937e-17,47.64147379337089,-122.14016499999998,132.20217895507812
1770645167.4530356,forward,50,0.0,0.0,0.0,1.7137303352355957,8.076704860471295e-10,-10.826996803283691,-0.5679919384082653,2.8779007052595456e-09,-3.9561446499257644e-17,47.64147569095738,-122.140165,132.3387908935547
1770645167.5166075,forward,50,0.0,0.0,0.0,2.096163511276245,1.0459003663143562e-09,-11.020459175109863,-0.5692270617078925,3.4794028141252847e-09,-5.3583317242210284e-17,47.64147786314755,-122.14016499999998,132.48550415039062
1770645167.5776641,forward,50,0.0,0.0,0.0,2.4241113662719727,1.2590067877127353e-09,-11.177388191223145,-0.5698577881136344,3.960767010226313e-09,6.360836032301858e-17,47.64147946090695,-122.14016499999998,132.5882110595703
1770645167.6412363,forward,50,0.0,0.0,0.0,2.811640501022339,1.5203945880060132e-09,-11.353439331054688,-0.5703228777644864,4.540489463740522e-09,1.5505394765484332e-16,47.641482076881246,-122.14016499999998,132.7484893798828
1770645167.703419,forward,50,0.0,0.0,0.0,3.24495530128479,1.8241977928212805e-09,-11.539495468139648,-0.5706381120164139,5.110528930186658e-09,-6.109162053586211e-17,47.641484949410355,-122.14016499999998,132.91497802734375
1770645167.7661245,forward,50,0.0,0.0,0.0,3.7053163051605225,2.1597488242264262e-09,-11.725883483886719,-0.5708394772431085,5.73617189229809e-09,2.6527530405611703e-17,47.641488070728556,-122.14016499999998,133.08628845214844
1770645167.838478,forward,50,0.0,0.0,0.0,4.169167518615723,2.5108812806706737e-09,-11.902962684631348,-0.57096474013049,6.425531738627612e-09,1.584113837836366e-16,47.641492605997136,-122.14016499999998,133.31983947753906
1770645167.905672,forward,50,0.0,0.0,0.0,4.751444339752197,2.9701852088948044e-09,-12.11130428314209,-0.5710573528847964,7.1655547769230165e-09,-1.266322948560005e-18,47.64149627762457,-122.14016499999998,133.49722290039062
1770645167.967271,forward,50,0.0,0.0,0.0,5.265028476715088,3.392564007498322e-09,-12.283187866210938,-0.5711068618588278,7.578666955011085e-09,6.890809984978326e-17,47.64150017259859,-122.14016499999998,133.67518615722656
1770645168.0299816,forward,50,0.0,0.0,0.0,5.800287246704102,3.850042062936154e-09,-12.451348304748535,-0.5711387697904212,7.830276521435691e-09,3.206087705354085e-16,47.64150428389005,-122.14016499999995,133.85260009765625
