VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1770396936911	-298.643	-79.9822	-25.5475	-0.150266	0.318451	0.157729	-0.922567	img_Drone1__0_1770396937455186500.png
Drone1	1770396936965	-299.049	-79.6859	-25.7735	-0.145751	0.320625	0.170756	-0.920217	img_Drone1__0_1770396937507025400.png
Drone1	1770396937010	-299.363	-79.4316	-25.9662	-0.143036	0.321895	0.178528	-0.918723	img_Drone1__0_1770396937553570600.png
Drone1	1770396937064	-299.711	-79.1169	-26.2023	-0.140682	0.322975	0.185236	-0.917378	img_Drone1__0_1770396937606811100.png
Drone1	1770396937118	-300.026	-78.791	-26.4435	-0.139035	0.323719	0.189906	-0.916412	img_Drone1__0_1770396937662250100.png
Drone1	1770396937166	-300.28	-78.4917	-26.6618	-0.137994	0.324185	0.192853	-0.915789	img_Drone1__0_1770396937707761600.png
Drone1	1770396937217	-300.522	-78.1637	-26.8974	-0.137197	0.324539	0.195102	-0.915307	img_Drone1__0_1770396937759436700.png
Drone1	1770396937271	-300.749	-77.805	-27.1505	-0.136601	0.324803	0.196779	-0.914943	img_Drone1__0_1770396937814548500.png
Drone1	1770396937322	-300.935	-77.4555	-27.3923	-0.136205	0.324977	0.197894	-0.9147	img_Drone1__0_1770396937865718200.png
Drone1	1770396937367	-301.078	-77.1387	-27.6076	-0.135951	0.325089	0.198607	-0.914543	img_Drone1__0_1770396937911319800.png
Drone1	1770396937421	-301.222	-76.7482	-27.8674	-0.135732	0.325185	0.199223	-0.914408	img_Drone1__0_1770396937963588000.png
Drone1	1770396937472	-301.334	-76.3698	-28.1124	-0.131748	0.307752	0.202207	-0.92035	img_Drone1__0_1770396938015176500.png
Drone1	1770396937529	-301.438	-75.9374	-28.3811	-0.114937	0.23878	0.215939	-0.939757	img_Drone1__0_1770396938071464600.png
Drone1	1770396937571	-301.501	-75.6108	-28.5778	-0.101939	0.189334	0.227514	-0.949736	img_Drone1__0_1770396938116028100.png
Drone1	1770396937625	-301.57	-75.1802	-28.8285	-0.0848386	0.12585	0.242428	-0.958224	img_Drone1__0_1770396938169659000.png
Drone1	1770396937673	-301.625	-74.7874	-29.0476	-0.0693823	0.0687882	0.254417	-0.962147	img_Drone1__0_1770396938216755000.png
Drone1	1770396937727	-301.682	-74.3346	-29.2878	-0.0518158	0.00416325	0.26545	-0.962722	img_Drone1__0_1770396938272426000.png
Drone1	1770396937784	-301.741	-73.8457	-29.5299	-0.0318649	-0.0652155	0.247686	-0.966118	img_Drone1__0_1770396938327095700.png
Drone1	1770396937832	-301.793	-73.4283	-29.7206	-0.0129943	-0.123775	0.18813	-0.974227	img_Drone1__0_1770396938374459800.png
Drone1	1770396937877	-301.841	-73.0359	-29.8824	0.00296656	-0.165188	0.132344	-0.977338	img_Drone1__0_1770396938421773500.png
Drone1	1770396937931	-301.903	-72.5645	-30.0586	0.0204482	-0.200878	0.0662002	-0.977163	img_Drone1__0_1770396938476181200.png
Drone1	1770396937988	-301.983	-72.0636	-30.2495	0.0380555	-0.225446	-0.00372365	-0.973505	img_Drone1__0_1770396938530135200.png
Drone1	1770396938036	-302.066	-71.6436	-30.4177	0.0526962	-0.238425	-0.0623973	-0.967721	img_Drone1__0_1770396938580510200.png
Drone1	1770396938084	-302.165	-71.2295	-30.593	0.0651243	-0.246812	-0.111936	-0.960371	img_Drone1__0_1770396938627944500.png
Drone1	1770396938141	-302.297	-70.7467	-30.8007	0.0475168	-0.260493	-0.0445186	-0.963278	img_Drone1__0_1770396938685035800.png
Drone1	1770396938192	-302.433	-70.3207	-30.9905	0.0314612	-0.268739	0.0162405	-0.962562	img_Drone1__0_1770396938737409900.png
Drone1	1770396938243	-302.586	-69.8959	-31.1836	0.0150102	-0.27422	0.0771677	-0.958448	img_Drone1__0_1770396938787429500.png
Drone1	1770396938291	-302.745	-69.4936	-31.3648	0.00093745	-0.27734	0.128444	-0.952147	img_Drone1__0_1770396938835388600.png
Drone1	1770396938342	-302.926	-69.0613	-31.5525	-0.00956595	-0.279228	0.166624	-0.945609	img_Drone1__0_1770396938887114300.png
Drone1	1770396938393	-303.119	-68.6228	-31.7326	-0.0169285	-0.280355	0.193409	-0.940057	img_Drone1__0_1770396938938268200.png
Drone1	1770396938444	-303.323	-68.1773	-31.9034	-0.0220874	-0.281075	0.212254	-0.935659	img_Drone1__0_1770396938988930900.png
Drone1	1770396938498	-303.55	-67.6978	-32.0725	-0.0258643	-0.281595	0.226155	-0.932142	img_Drone1__0_1770396939041746600.png
Drone1	1770396938549	-303.774	-67.2372	-32.2203	-0.028317	-0.281952	0.235283	-0.929701	img_Drone1__0_1770396939092399100.png
Drone1	1770396938594	-303.98	-66.8246	-32.3407	-0.0298471	-0.282199	0.241054	-0.928098	img_Drone1__0_1770396939139040200.png
Drone1	1770396938645	-304.221	-66.3499	-32.4655	-0.0310713	-0.282423	0.245748	-0.926758	img_Drone1__0_1770396939188549500.png
Drone1	1770396938702	-304.501	-65.8104	-32.5901	-0.0319912	-0.282624	0.249356	-0.925701	img_Drone1__0_1770396939245817400.png
Drone1	1770396938747	-304.731	-65.3777	-32.6771	-0.0324851	-0.282753	0.251346	-0.925106	img_Drone1__0_1770396939292467700.png
Drone1	1770396938801	-305.015	-64.8506	-32.7684	-0.0328917	-0.282881	0.253037	-0.924591	img_Drone1__0_1770396939345130500.png
Drone1	1770396938852	-305.292	-64.3449	-32.8415	-0.0331459	-0.28298	0.254139	-0.92425	img_Drone1__0_1770396939396219100.png
Drone1	1770396938897	-305.544	-63.8923	-32.8954	-0.0332978	-0.283052	0.25483	-0.924032	img_Drone1__0_1770396939443180400.png
Drone1	1770396938954	-305.873	-63.3105	-32.9494	-0.0334236	-0.283127	0.255438	-0.923836	img_Drone1__0_1770396939497706000.png
Drone1	1770396939005	-306.176	-62.7818	-32.9843	-0.0334933	-0.283181	0.255805	-0.923716	img_Drone1__0_1770396939549696000.png
Drone1	1770396939059	-306.507	-62.2137	-33.0076	-0.0335382	-0.283227	0.25607	-0.923626	img_Drone1__0_1770396939602446100.png
Drone1	1770396939104	-306.79	-61.7337	-33.0163	-0.0335604	-0.283258	0.256223	-0.923574	img_Drone1__0_1770396939648145000.png
Drone1	1770396939161	-307.159	-61.1172	-33.0134	-0.0335758	-0.283291	0.256354	-0.923527	img_Drone1__0_1770396939704587800.png
Drone1	1770396939212	-307.498	-60.5575	-32.9978	-0.0335817	-0.283315	0.256432	-0.923498	img_Drone1__0_1770396939757214000.png
Drone1	1770396939260	-307.826	-60.0238	-32.9719	-0.0335831	-0.283333	0.256481	-0.923479	img_Drone1__0_1770396939804626000.png
Drone1	1770396939311	-308.182	-59.4494	-32.9326	-0.033582	-0.283348	0.256515	-0.923464	img_Drone1__0_1770396939854713300.png
Drone1	1770396939362	-308.547	-58.8674	-32.8812	-0.0335794	-0.283361	0.256538	-0.923454	img_Drone1__0_1770396939907459300.png
Drone1	1770396939407	-308.877	-58.3477	-32.8259	-0.0335765	-0.28337	0.25655	-0.923448	img_Drone1__0_1770396939951983800.png
Drone1	1770396939458	-309.259	-57.7517	-32.7519	-0.0335729	-0.283378	0.25656	-0.923443	img_Drone1__0_1770396940004112100.png
Drone1	1770396939515	-309.696	-57.0767	-32.6553	-0.033569	-0.283386	0.256565	-0.923439	img_Drone1__0_1770396940059247600.png
Drone1	1770396939560	-310.049	-56.5373	-32.5686	-0.0335661	-0.283391	0.256567	-0.923437	img_Drone1__0_1770396940104932900.png
Drone1	1770396939614	-310.482	-55.8825	-32.4526	-0.0335629	-0.283395	0.256568	-0.923436	img_Drone1__0_1770396940156868600.png
Drone1	1770396939665	-310.899	-55.2565	-32.3311	-0.0335603	-0.283399	0.256569	-0.923434	img_Drone1__0_1770396940210421600.png
Drone1	1770396939719	-311.35	-54.5858	-32.1899	-0.0335579	-0.283402	0.256568	-0.923434	img_Drone1__0_1770396940264908000.png
Drone1	1770396939764	-311.734	-54.0207	-32.0624	-0.0335561	-0.283404	0.256568	-0.923433	img_Drone1__0_1770396940309710100.png
Drone1	1770396939818	-312.203	-53.3352	-31.8977	-0.0335543	-0.283407	0.256567	-0.923433	img_Drone1__0_1770396940361597800.png
Drone1	1770396939869	-312.655	-52.6804	-31.7306	-0.0335529	-0.283408	0.256566	-0.923433	img_Drone1__0_1770396940413590100.png
Drone1	1770396939923	-313.143	-51.9794	-31.5414	-0.0335516	-0.283409	0.256565	-0.923433	img_Drone1__0_1770396940467443300.png
Drone1	1770396939974	-313.613	-51.3102	-31.3513	-0.0335507	-0.28341	0.256564	-0.923433	img_Drone1__0_1770396940519794900.png
Drone1	1770396940028	-314.12	-50.594	-31.1379	-0.0335499	-0.283411	0.256563	-0.923433	img_Drone1__0_1770396940572422900.png
Drone1	1770396940073	-314.549	-49.9912	-30.9508	-0.0335493	-0.283412	0.256563	-0.923433	img_Drone1__0_1770396940616375400.png
Drone1	1770396940121	-315.014	-49.3424	-30.7418	-0.0335488	-0.283412	0.256562	-0.923433	img_Drone1__0_1770396940667287600.png
Drone1	1770396940175	-315.546	-48.6053	-30.4953	-0.0335484	-0.283413	0.256562	-0.923433	img_Drone1__0_1770396940720926100.png
Drone1	1770396940229	-316.088	-47.8607	-30.2367	-0.033548	-0.283413	0.256561	-0.923433	img_Drone1__0_1770396940774668300.png
Drone1	1770396940280	-316.608	-47.1505	-29.9816	-0.0335478	-0.283413	0.256561	-0.923433	img_Drone1__0_1770396940825210300.png
Drone1	1770396940328	-317.105	-46.476	-29.7318	-0.0335476	-0.283413	0.256561	-0.923433	img_Drone1__0_1770396940874378600.png
Drone1	1770396940379	-317.641	-45.7531	-29.4563	-0.0335474	-0.283413	0.256561	-0.923433	img_Drone1__0_1770396940926150000.png
Drone1	1770396940430	-318.185	-45.0236	-29.1703	-0.0335472	-0.283413	0.256561	-0.923433	img_Drone1__0_1770396940975452400.png
Drone1	1770396940478	-318.704	-44.3311	-28.8918	-0.033547	-0.283413	0.25656	-0.923433	img_Drone1__0_1770396941025383800.png
Drone1	1770396940532	-319.297	-43.5453	-28.5677	-0.0335468	-0.283413	0.25656	-0.923433	img_Drone1__0_1770396941077445700.png
Drone1	1770396940583	-319.865	-42.7967	-28.2511	-0.0335467	-0.283413	0.25656	-0.923433	img_Drone1__0_1770396941128406400.png
Drone1	1770396940635	-320.441	-42.0418	-27.9244	-0.0335466	-0.283413	0.25656	-0.923433	img_Drone1__0_1770396941180427200.png
Drone1	1770396940683	-320.988	-41.3279	-27.605	-0.0180589	-0.28482	0.205879	-0.936037	img_Drone1__0_1770396941228507600.png
Drone1	1770396940740	-321.649	-40.4743	-27.2181	0.00183005	-0.285386	0.14016	-0.948107	img_Drone1__0_1770396941286052300.png
Drone1	1770396940791	-322.257	-39.7054	-26.8749	0.0198939	-0.284698	0.0798554	-0.955078	img_Drone1__0_1770396941336316600.png
Drone1	1770396940848	-322.959	-38.8447	-26.5012	0.0401089	-0.28256	0.0116683	-0.95834	img_Drone1__0_1770396941386239700.png
Drone1	1770396940893	-323.531	-38.1687	-26.2161	0.055927	-0.279859	-0.0422145	-0.957481	img_Drone1__0_1770396941438816300.png
Drone1	1770396940947	-324.238	-37.367	-25.8859	0.0746801	-0.275448	-0.106714	-0.952451	img_Drone1__0_1770396941492546100.png
Drone1	1770396940995	-324.883	-36.6673	-25.6018	0.0845491	-0.272581	-0.140938	-0.947991	img_Drone1__0_1770396941541185000.png
Drone1	1770396941046	-325.582	-35.9384	-25.3045	0.0821568	-0.273311	-0.132623	-0.94919	img_Drone1__0_1770396941591312500.png
Drone1	1770396941094	-326.254	-35.266	-25.0297	0.0806304	-0.273765	-0.127325	-0.949916	img_Drone1__0_1770396941640974700.png
Drone1	1770396941145	-326.982	-34.5658	-24.7432	0.0828641	-0.273098	-0.13508	-0.948844	img_Drone1__0_1770396941689248500.png
Drone1	1770396941196	-327.725	-33.8803	-24.4627	0.0810914	-0.273629	-0.128925	-0.9497	img_Drone1__0_1770396941742273600.png
Drone1	1770396941247	-328.483	-33.2092	-24.1885	0.0794624	-0.274107	-0.123273	-0.95045	img_Drone1__0_1770396941794488100.png
Drone1	1770396941298	-329.257	-32.5525	-23.9207	0.0809135	-0.273682	-0.128307	-0.949783	img_Drone1__0_1770396941843833700.png
Drone1	1770396941346	-329.998	-31.9474	-23.675	0.0803898	-0.273837	-0.12649	-0.950027	img_Drone1__0_1770396941892903500.png
Drone1	1770396941403	-330.896	-31.2446	-23.39	0.0817918	-0.264514	-0.126546	-0.952538	img_Drone1__0_1770396941948899900.png
Drone1	1770396941454	-331.709	-30.6286	-23.1355	0.103952	-0.196726	-0.171735	-0.959687	img_Drone1__0_1770396941999212500.png
Drone1	1770396941502	-332.484	-30.0651	-22.9058	0.120011	-0.135705	-0.198628	-0.963187	img_Drone1__0_1770396942049253500.png
Drone1	1770396941550	-333.265	-29.5223	-22.6935	0.13442	-0.0743217	-0.21701	-0.96401	img_Drone1__0_1770396942095761100.png
Drone1	1770396941607	-334.194	-28.9099	-22.4729	0.150217	-0.00190386	-0.230661	-0.961367	img_Drone1__0_1770396942153039700.png
Drone1	1770396941652	-334.921	-28.4541	-22.3287	0.162044	0.0545486	-0.235788	-0.956645	img_Drone1__0_1770396942199004900.png
Drone1	1770396941706	-335.777	-27.9414	-22.1954	0.175851	0.121206	-0.236126	-0.947961	img_Drone1__0_1770396942252213300.png
Drone1	1770396941754	-336.513	-27.5167	-22.1152	0.187705	0.177968	-0.231755	-0.937755	img_Drone1__0_1770396942300927600.png
Drone1	1770396941802	-337.219	-27.1189	-22.0695	0.196626	0.220778	-0.225905	-0.928204	img_Drone1__0_1770396942349643300.png
Drone1	1770396941859	-338.016	-26.6746	-22.0497	0.217853	0.246224	-0.1654	-0.929816	img_Drone1__0_1770396942405986700.png
Drone1	1770396941907	-338.663	-26.3118	-22.0421	0.235456	0.256123	-0.107037	-0.931399	img_Drone1__0_1770396942454835100.png
Drone1	1770396941958	-339.331	-25.931	-22.0359	0.253302	0.258474	-0.043623	-0.931196	img_Drone1__0_1770396942502975400.png
Drone1	1770396942012	-340.023	-25.529	-22.0257	0.271101	0.254145	0.0229116	-0.928111	img_Drone1__0_1770396942558745400.png
Drone1	1770396942063	-340.664	-25.1479	-22.0085	0.286886	0.24523	0.0845428	-0.922177	img_Drone1__0_1770396942608125000.png
Drone1	1770396942111	-341.252	-24.7819	-21.9965	0.300939	0.233153	0.141354	-0.913835	img_Drone1__0_1770396942658785900.png
Drone1	1770396942171	-341.967	-24.3063	-21.9951	0.317199	0.210873	0.205446	-0.901504	img_Drone1__0_1770396942716944600.png
Drone1	1770396942213	-342.456	-23.9588	-22.0015	0.325338	0.196785	0.236363	-0.894183	img_Drone1__0_1770396942760656600.png
Drone1	1770396942267	-343.075	-23.4929	-22.0164	0.333165	0.181304	0.264824	-0.886565	img_Drone1__0_1770396942813684200.png
Drone1	1770396942318	-343.652	-23.0335	-22.0345	0.338965	0.168047	0.283018	-0.881342	img_Drone1__0_1770396942863702900.png
Drone1	1770396942375	-344.29	-22.4996	-22.0549	0.345432	0.151209	0.295252	-0.877861	img_Drone1__0_1770396942920311500.png
Drone1	1770396942414	-344.723	-22.1232	-22.067	0.350242	0.138023	0.29989	-0.876553	img_Drone1__0_1770396942961214100.png
Drone1	1770396942474	-345.386	-21.5283	-22.0803	0.35671	0.119669	0.304548	-0.875036	img_Drone1__0_1770396943020096400.png
Drone1	1770396942525	-345.947	-21.0092	-22.0849	0.361138	0.10671	0.307434	-0.873886	img_Drone1__0_1770396943071425800.png
Drone1	1770396942573	-346.474	-20.5106	-22.0821	0.366016	0.0921337	0.307775	-0.873394	img_Drone1__0_1770396943120746900.png
Drone1	1770396942627	-347.065	-19.9398	-22.0691	0.3734	0.0700302	0.304664	-0.873412	img_Drone1__0_1770396943174822100.png
Drone1	1770396942678	-347.623	-19.3921	-22.0467	0.381056	0.0467513	0.299955	-0.873291	img_Drone1__0_1770396943223258000.png
Drone1	1770396942729	-348.181	-18.8365	-22.0142	0.387667	0.0259467	0.295837	-0.872652	img_Drone1__0_1770396943276558100.png
Drone1	1770396942771	-348.641	-18.3733	-21.9802	0.387051	0.0263907	0.299872	-0.871534	img_Drone1__0_1770396943318894800.png
Drone1	1770396942834	-349.331	-17.6713	-21.9138	0.398734	-0.0101743	0.287958	-0.870625	img_Drone1__0_1770396943379807800.png
Drone1	1770396942882	-349.859	-17.1305	-21.8519	0.405995	-0.0341826	0.280416	-0.869118	img_Drone1__0_1770396943427359800.png
Drone1	1770396942933	-350.421	-16.5507	-21.7761	0.413138	-0.0585245	0.272345	-0.867018	img_Drone1__0_1770396943479452900.png
Drone1	1770396942978	-350.919	-16.0351	-21.7005	0.417079	-0.0729571	0.268155	-0.865341	img_Drone1__0_1770396943524726700.png
Drone1	1770396943029	-351.487	-15.4464	-21.6056	0.423148	-0.0947916	0.260093	-0.862735	img_Drone1__0_1770396943575124300.png
Drone1	1770396943086	-352.126	-14.7839	-21.4884	0.430432	-0.12144	0.249171	-0.859008	img_Drone1__0_1770396943629977900.png
Drone1	1770396943134	-352.668	-14.2226	-21.3811	0.437777	-0.148763	0.236748	-0.8545	img_Drone1__0_1770396943681290600.png
Drone1	1770396943182	-353.216	-13.6586	-21.2667	0.442922	-0.168729	0.227357	-0.850682	img_Drone1__0_1770396943729174100.png
Drone1	1770396943239	-353.873	-12.9861	-21.1225	0.448198	-0.189534	0.216828	-0.846275	img_Drone1__0_1770396943785378900.png
Drone1	1770396943287	-354.435	-12.4181	-20.9949	0.451615	-0.202988	0.209428	-0.843196	img_Drone1__0_1770396943833369800.png
Drone1	1770396943344	-355.111	-11.7424	-20.8366	0.456639	-0.222836	0.19786	-0.838258	img_Drone1__0_1770396943890354300.png
Drone1	1770396943395	-355.725	-11.1376	-20.6895	0.461565	-0.241818	0.185559	-0.833096	img_Drone1__0_1770396943942157500.png
Drone1	1770396943440	-356.273	-10.6047	-20.5512	0.463361	-0.176945	0.1655	-0.852407	img_Drone1__0_1770396943985984100.png
Drone1	1770396943494	-356.93	-9.96714	-20.3685	0.461045	-0.0889879	0.139244	-0.871854	img_Drone1__0_1770396944040337600.png
Drone1	1770396943539	-357.477	-9.43662	-20.2058	0.4556	-0.0141273	0.116125	-0.882465	img_Drone1__0_1770396944087574800.png
Drone1	1770396943590	-358.096	-8.83188	-20.0306	0.445632	0.0710208	0.0882749	-0.888018	img_Drone1__0_1770396944136463300.png
Drone1	1770396943644	-358.746	-8.18524	-19.8618	0.431793	0.15079	0.053334	-0.887679	img_Drone1__0_1770396944191670700.png
Drone1	1770396943692	-359.312	-7.60453	-19.7261	0.417792	0.20727	0.0153999	-0.88445	img_Drone1__0_1770396944241228500.png
Drone1	1770396943746	-359.927	-6.94484	-19.5909	0.401285	0.257466	-0.0278	-0.878583	img_Drone1__0_1770396944294279500.png
Drone1	1770396943794	-360.451	-6.35405	-19.4847	0.399105	0.275022	-0.0241418	-0.874354	img_Drone1__0_1770396944341010100.png
Drone1	1770396943848	-361.015	-5.68477	-19.3755	0.399402	0.284995	-0.0125369	-0.871262	img_Drone1__0_1770396944396294500.png
Drone1	1770396943896	-361.494	-5.08465	-19.286	0.402283	0.287009	0.00381228	-0.869356	img_Drone1__0_1770396944444427100.png
Drone1	1770396943950	-362.009	-4.40254	-19.1938	0.403626	0.289603	0.0144213	-0.867761	img_Drone1__0_1770396944496560300.png
Drone1	1770396944004	-362.498	-3.71226	-19.11	0.402855	0.293467	0.0172216	-0.866769	img_Drone1__0_1770396944550951000.png
Drone1	1770396944055	-362.937	-3.05229	-19.0386	0.402097	0.296135	0.018757	-0.866181	img_Drone1__0_1770396944603468700.png
Drone1	1770396944103	-363.329	-2.42381	-18.9779	0.403402	0.295316	0.0253541	-0.865686	img_Drone1__0_1770396944649857300.png
Drone1	1770396944151	-363.702	-1.78802	-18.9233	0.403491	0.295773	0.027804	-0.865413	img_Drone1__0_1770396944699290100.png
Drone1	1770396944205	-364.099	-1.06387	-18.8689	0.402574	0.297363	0.0270762	-0.865319	img_Drone1__0_1770396944753414700.png
Drone1	1770396944253	-364.431	-0.412125	-18.827	0.402834	0.297142	0.0292028	-0.865204	img_Drone1__0_1770396944802591400.png
Drone1	1770396944307	-364.782	0.330387	-18.7872	0.403793	0.295867	0.0332157	-0.86505	img_Drone1__0_1770396944854720800.png
Drone1	1770396944355	-365.073	0.998819	-18.7585	0.403526	0.296191	0.0332926	-0.86506	img_Drone1__0_1770396944905588900.png
Drone1	1770396944409	-365.378	1.76039	-18.734	0.403	0.296823	0.0325253	-0.865118	img_Drone1__0_1770396944957361500.png
Drone1	1770396944460	-365.644	2.48895	-18.718	0.403641	0.295852	0.0349755	-0.865056	img_Drone1__0_1770396945008866300.png
Drone1	1770396944514	-365.903	3.2702	-18.7084	0.404595	0.294437	0.0382575	-0.864954	img_Drone1__0_1770396945063393300.png
Drone1	1770396944562	-366.115	3.973	-18.7058	0.404243	0.294826	0.0375722	-0.865017	img_Drone1__0_1770396945110958400.png
Drone1	1770396944613	-366.32	4.72825	-18.7087	0.403826	0.295302	0.0366514	-0.865088	img_Drone1__0_1770396945162186900.png
Drone1	1770396944667	-366.516	5.53731	-18.7176	0.404651	0.29408	0.0393285	-0.865002	img_Drone1__0_1770396945215547200.png
Drone1	1770396944715	-366.672	6.26448	-18.7301	0.405632	0.292653	0.0424063	-0.864881	img_Drone1__0_1770396945266022700.png
Drone1	1770396944766	-366.82	7.04518	-18.7476	0.405201	0.293181	0.0412962	-0.864957	img_Drone1__0_1770396945315948500.png
Drone1	1770396944817	-366.95	7.83409	-18.7691	0.405073	0.2933	0.0410486	-0.864989	img_Drone1__0_1770396945366424800.png
