VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1770224992977	175.427	133.548	-8.95664	0.933748	0.104571	0.264496	-0.217306	img_Drone1__0_1770224993918726400.png
Drone1	1770224993037	175.728	133.013	-9.17955	0.933723	0.104469	0.26476	-0.21714	img_Drone1__0_1770224993978718900.png
Drone1	1770224993079	175.923	132.65	-9.34362	0.933864	0.103054	0.265209	-0.216663	img_Drone1__0_1770224994020176300.png
Drone1	1770224993133	176.153	132.197	-9.56375	0.933964	0.102012	0.265565	-0.216289	img_Drone1__0_1770224994075484700.png
Drone1	1770224993178	176.329	131.832	-9.75471	0.933797	0.103463	0.265297	-0.216649	img_Drone1__0_1770224994119398700.png
Drone1	1770224993235	176.529	131.384	-10.0061	0.933775	0.10361	0.265326	-0.216638	img_Drone1__0_1770224994178002900.png
Drone1	1770224993280	176.671	131.042	-10.2118	0.934055	0.101029	0.26596	-0.21587	img_Drone1__0_1770224994223531300.png
Drone1	1770224993343	176.844	130.582	-10.5106	0.934161	0.100025	0.266228	-0.215547	img_Drone1__0_1770224994285514600.png
Drone1	1770224993388	176.951	130.265	-10.7314	0.934023	0.101307	0.26595	-0.215891	img_Drone1__0_1770224994330461900.png
Drone1	1770224993436	177.048	129.938	-10.9737	0.933915	0.102296	0.265735	-0.216154	img_Drone1__0_1770224994383710200.png
Drone1	1770224993496	177.147	129.545	-11.2859	0.934066	0.100915	0.266068	-0.215743	img_Drone1__0_1770224994443329700.png
Drone1	1770224993538	177.202	129.281	-11.5103	0.934326	0.0984838	0.266635	-0.215039	img_Drone1__0_1770224994485529700.png
Drone1	1770224993595	177.256	128.935	-11.8222	0.934199	0.0996857	0.266365	-0.21537	img_Drone1__0_1770224994542053200.png
Drone1	1770224993637	177.282	128.69	-12.057	0.93412	0.100427	0.266198	-0.215574	img_Drone1__0_1770224994583524300.png
Drone1	1770224993691	177.298	128.388	-12.3647	0.934403	0.0977697	0.266813	-0.214809	img_Drone1__0_1770224994638675100.png
Drone1	1770224993742	177.296	128.114	-12.6609	0.934458	0.0972495	0.266935	-0.214654	img_Drone1__0_1770224994689127200.png
Drone1	1770224993796	177.275	127.836	-12.9796	0.934266	0.0990843	0.266515	-0.215173	img_Drone1__0_1770224994741290700.png
Drone1	1770224993850	177.236	127.571	-13.303	0.934222	0.0995039	0.26642	-0.215289	img_Drone1__0_1770224994794858600.png
Drone1	1770224993892	177.193	127.373	-13.5574	0.934589	0.0960001	0.267226	-0.214286	img_Drone1__0_1770224994838907100.png
Drone1	1770224993949	177.118	127.117	-13.9059	0.934607	0.0958253	0.267267	-0.214233	img_Drone1__0_1770224994893984000.png
Drone1	1770224994003	177.03	126.886	-14.239	0.934446	0.097383	0.266911	-0.214676	img_Drone1__0_1770224994948990600.png
Drone1	1770224994042	176.955	126.726	-14.481	0.934522	0.0966525	0.267079	-0.214466	img_Drone1__0_1770224994987341500.png
Drone1	1770224994099	176.831	126.503	-14.8361	0.934698	0.0949392	0.267472	-0.213974	img_Drone1__0_1770224995045309600.png
Drone1	1770224994147	176.712	126.325	-15.1359	0.934653	0.0953832	0.267371	-0.2141	img_Drone1__0_1770224995094990300.png
Drone1	1770224994204	176.555	126.124	-15.4925	0.934553	0.0963593	0.267147	-0.214378	img_Drone1__0_1770224995152087400.png
Drone1	1770224994264	176.371	125.925	-15.8675	0.934549	0.0963967	0.267139	-0.214388	img_Drone1__0_1770224995210815500.png
Drone1	1770224994306	176.231	125.793	-16.1294	0.934792	0.0940154	0.267684	-0.213706	img_Drone1__0_1770224995253081400.png
Drone1	1770224994360	176.038	125.632	-16.4649	0.93486	0.0933325	0.26784	-0.21351	img_Drone1__0_1770224995305257800.png
Drone1	1770224994411	175.843	125.489	-16.7801	0.934736	0.0945696	0.267557	-0.213864	img_Drone1__0_1770224995356642100.png
Drone1	1770224994465	175.622	125.347	-17.1112	0.935047	0.097499	0.264417	-0.215091	img_Drone1__0_1770224995411824600.png
Drone1	1770224994501	175.471	125.256	-17.3242	0.93977	0.130211	0.216317	-0.230398	img_Drone1__0_1770224995448539000.png
Drone1	1770224994555	175.242	125.12	-17.6225	0.942633	0.171923	0.13798	-0.250694	img_Drone1__0_1770224995500616000.png
Drone1	1770224994609	175.014	124.986	-17.8977	0.941381	0.197119	0.0621392	-0.266616	img_Drone1__0_1770224995554987700.png
Drone1	1770224994663	174.785	124.858	-18.1525	0.936719	0.209975	-0.0107395	-0.279914	img_Drone1__0_1770224995609178600.png
Drone1	1770224994711	174.583	124.747	-18.3636	0.929947	0.213219	-0.0732764	-0.290459	img_Drone1__0_1770224995657101500.png
Drone1	1770224994759	174.387	124.643	-18.5663	0.92074	0.210128	-0.133792	-0.300307	img_Drone1__0_1770224995704930800.png
Drone1	1770224994807	174.202	124.548	-18.7743	0.914982	0.174153	-0.182871	-0.314701	img_Drone1__0_1770224995754426900.png
Drone1	1770224994867	173.989	124.439	-19.0381	0.913364	0.0854909	-0.212213	-0.336785	img_Drone1__0_1770224995813179200.png
Drone1	1770224994915	173.835	124.352	-19.2559	0.909382	0.0184767	-0.221092	-0.351854	img_Drone1__0_1770224995862566100.png
Drone1	1770224994963	173.695	124.262	-19.4806	0.903406	-0.0386212	-0.223615	-0.363817	img_Drone1__0_1770224995910329900.png
Drone1	1770224995014	173.559	124.16	-19.7231	0.898221	-0.0601548	-0.234055	-0.36715	img_Drone1__0_1770224995960184200.png
Drone1	1770224995062	173.443	124.055	-19.955	0.894909	-0.0675058	-0.243935	-0.367528	img_Drone1__0_1770224996010654900.png
Drone1	1770224995110	173.338	123.942	-20.1899	0.892612	-0.0705439	-0.251923	-0.367155	img_Drone1__0_1770224996057940300.png
Drone1	1770224995170	173.223	123.788	-20.487	0.890344	-0.0756488	-0.257832	-0.367542	img_Drone1__0_1770224996116802600.png
Drone1	1770224995218	173.144	123.654	-20.7271	0.888808	-0.0811537	-0.25998	-0.368572	img_Drone1__0_1770224996165843600.png
Drone1	1770224995269	173.074	123.501	-20.9841	0.887735	-0.0839021	-0.262198	-0.368971	img_Drone1__0_1770224996216394100.png
Drone1	1770224995314	173.022	123.358	-21.2124	0.887313	-0.0827432	-0.264817	-0.368377	img_Drone1__0_1770224996261095900.png
Drone1	1770224995374	172.97	123.153	-21.5186	0.886692	-0.083942	-0.266321	-0.368516	img_Drone1__0_1770224996317683400.png
Drone1	1770224995413	172.945	123.012	-21.7184	0.8862	-0.0865496	-0.266163	-0.369209	img_Drone1__0_1770224996361388600.png
Drone1	1770224995473	172.923	122.783	-22.0266	0.885838	-0.0874615	-0.266808	-0.369398	img_Drone1__0_1770224996421830900.png
Drone1	1770224995518	172.917	122.601	-22.258	0.885755	-0.0868095	-0.267618	-0.369165	img_Drone1__0_1770224996467923000.png
Drone1	1770224995572	172.923	122.372	-22.5357	0.885616	-0.0868988	-0.268045	-0.369168	img_Drone1__0_1770224996522792300.png
Drone1	1770224995629	172.944	122.118	-22.8281	0.885433	-0.0877562	-0.268025	-0.369418	img_Drone1__0_1770224996580522900.png
Drone1	1770224995677	172.974	121.895	-23.0732	0.885249	-0.0890019	-0.267704	-0.369795	img_Drone1__0_1770224996628179100.png
Drone1	1770224995725	173.013	121.662	-23.3168	0.885251	-0.088525	-0.268048	-0.369654	img_Drone1__0_1770224996676514300.png
Drone1	1770224995782	173.074	121.375	-23.6035	0.885238	-0.0882629	-0.268278	-0.369582	img_Drone1__0_1770224996732257000.png
Drone1	1770224995833	173.14	121.108	-23.8572	0.885164	-0.088742	-0.268154	-0.369734	img_Drone1__0_1770224996782614800.png
Drone1	1770224995881	173.212	120.848	-24.0932	0.885015	-0.0900363	-0.267664	-0.370133	img_Drone1__0_1770224996830044100.png
Drone1	1770224995935	173.305	120.546	-24.355	0.885002	-0.0900051	-0.267717	-0.370131	img_Drone1__0_1770224996886640300.png
Drone1	1770224995983	173.397	120.269	-24.5841	0.885081	-0.0891214	-0.268113	-0.36987	img_Drone1__0_1770224996934441600.png
Drone1	1770224996031	173.499	119.984	-24.8095	0.885005	-0.0897995	-0.267848	-0.370081	img_Drone1__0_1770224996980365100.png
Drone1	1770224996088	173.631	119.635	-25.0721	0.884914	-0.0906199	-0.267521	-0.370336	img_Drone1__0_1770224997039150600.png
Drone1	1770224996142	173.768	119.295	-25.3156	0.884868	-0.0910115	-0.267367	-0.370459	img_Drone1__0_1770224997090891200.png
Drone1	1770224996190	173.899	118.985	-25.5273	0.884947	-0.0902035	-0.267712	-0.370218	img_Drone1__0_1770224997140773600.png
Drone1	1770224996241	174.048	118.647	-25.7473	0.884952	-0.0901325	-0.267747	-0.3702	img_Drone1__0_1770224997190665500.png
Drone1	1770224996289	174.197	118.321	-25.9495	0.884834	-0.0912595	-0.267279	-0.370544	img_Drone1__0_1770224997239642800.png
Drone1	1770224996340	174.365	117.967	-26.1591	0.884798	-0.0915897	-0.267143	-0.370646	img_Drone1__0_1770224997290969900.png
Drone1	1770224996388	174.531	117.626	-26.3512	0.884875	-0.0908295	-0.267463	-0.370418	img_Drone1__0_1770224997339577900.png
Drone1	1770224996439	174.717	117.256	-26.5499	0.884864	-0.0909252	-0.267424	-0.370449	img_Drone1__0_1770224997390943900.png
Drone1	1770224996490	174.912	116.878	-26.7426	0.884768	-0.0918465	-0.26704	-0.370729	img_Drone1__0_1770224997439326800.png
Drone1	1770224996550	175.154	116.423	-26.9618	0.884725	-0.0922547	-0.266869	-0.370853	img_Drone1__0_1770224997501445900.png
Drone1	1770224996601	175.369	116.028	-27.1416	0.884731	-0.0921839	-0.2669	-0.370833	img_Drone1__0_1770224997551579000.png
Drone1	1770224996652	175.593	115.625	-27.3152	0.884785	-0.0916627	-0.267118	-0.370676	img_Drone1__0_1770224997603940000.png
Drone1	1770224996706	175.84	115.19	-27.4923	0.884768	-0.0918288	-0.267049	-0.370727	img_Drone1__0_1770224997656477400.png
Drone1	1770224996745	176.025	114.87	-27.6159	0.884659	-0.0928695	-0.266613	-0.371041	img_Drone1__0_1770224997696706400.png
Drone1	1770224996802	176.303	114.395	-27.7898	0.884661	-0.0928433	-0.266624	-0.371034	img_Drone1__0_1770224997751202000.png
Drone1	1770224996853	176.562	113.962	-27.9388	0.884711	-0.092365	-0.266825	-0.37089	img_Drone1__0_1770224997804213500.png
Drone1	1770224996907	176.846	113.495	-28.0895	0.884702	-0.0924495	-0.266789	-0.370916	img_Drone1__0_1770224997857872400.png
